company,sector,stage_at_observation,location,ceo_personality,team_openness_mean,team_conscientiousness_mean,team_extraversion_mean,team_agreeableness_mean,team_neuroticism_mean,founder_age,founder_prev_exits,founder_experience_years_pre,founder_tech_background,pre_series_a_months_since_founded,pre_series_a_team_size,pre_series_a_release_freq,market_size_usd,pre_series_a_mrr_usd,pre_series_a_growth_3m,pre_series_a_prior_funding_usd,pre_series_a_burn_usd,burn_multiple,pipeline_conversion_rate,competition_density,sector_trend_score_at_investment,buzzword_density,prior_investor_reputation,syndicate_size,prior_investor_followon_rate,pre_series_a_val_rev_ratio,current_employee_count,raised_series_a_36m,exited_36m,shutdown_36m,success_36m,mrr_peak_usd_36m
Urban Dynamics,AI/ML,Seed,India,Visionary,0.803,0.523,0.765,0.519,0.357,36,0,8,0,31,3,1,40700211.8,11163.25,-0.004,493737.52,101597.09,20.0,0.149,1,0.636,0.263,0.347,3,0.315,6.663,1,0,0,1,0,14466.93
Spark Dynamics,Bio/Health,Pre-Seed,UK,Operator,0.48,0.837,0.462,0.434,0.32,34,0,15,0,30,6,0,60622440.1,0.0,0.215,255716.46,36355.52,20.0,0.1,3,0.74,0.308,0.368,2,0.284,4.377,1,0,0,1,0,0.0
Urban AI,Fintech,Seed,EU,Visionary,1.0,0.537,0.557,0.39,0.45,32,0,8,0,34,9,2,33058466.72,10125.64,0.119,615734.39,72940.39,5.052,0.01,3,0.504,0.12,0.283,2,0.381,6.453,14,0,0,1,0,21472.97
Vertex AI,Climate,Seed,US,Visionary,0.831,0.59,0.707,0.428,0.433,33,0,13,0,20,6,1,13815565.73,0.0,0.158,445354.94,91220.04,20.0,0.209,2,0.511,0.022,0.03,2,0.421,8.211,8,0,0,1,0,0.0
Aero Forge,Bio/Health,Seed,US,Visionary,0.737,0.59,0.438,0.468,0.396,44,0,9,0,29,4,0,6596890.46,17511.86,0.122,368128.22,96948.58,3.777,0.164,1,0.259,0.237,0.863,3,0.259,39.16,8,1,0,1,0,17511.86
Sigma AI,Hardware,Seed,US,Salesperson,0.486,0.536,0.793,0.582,0.477,29,0,13,0,25,14,2,14394421.88,0.0,0.08,263872.3,90786.94,20.0,0.157,2,0.407,0.005,0.789,2,0.314,4.747,22,0,0,1,0,0.0
Terra Systems,SaaS,Seed,US,Visionary,0.804,0.38,0.602,0.482,0.451,37,0,7,1,19,9,2,42923996.28,0.0,0.056,1287199.23,101880.75,20.0,0.205,2,0.365,0.45,0.065,4,0.348,10.2,17,0,0,1,0,0.0
Nova Cloud,Bio/Health,Pre-Seed,SEA,Operator,0.602,0.641,0.497,0.534,0.47,30,0,7,1,25,6,2,30139659.43,14232.25,0.314,1029319.56,17683.91,0.33,0.14,4,0.395,0.592,0.579,1,0.535,4.781,12,1,0,1,0,713670.4
Hyper Forge,AI/ML,Seed,US,Salesperson,0.681,0.565,0.75,0.708,0.463,26,0,10,1,16,12,1,12068822.2,16425.63,0.05,212683.49,88869.97,9.039,0.176,2,0.371,0.604,0.459,3,0.58,13.939,13,0,0,1,0,20503.58
Vertex Works,Climate,Pre-Seed,LatAm,Engineer,0.548,0.787,0.365,0.488,0.26,28,0,11,0,7,14,0,7675800.39,6433.39,0.195,142589.46,58385.1,3.87,0.291,5,0.358,0.071,0.39,2,0.022,6.077,14,0,0,1,0,7189.36
Polar Cloud,DevTools,Pre-Seed,US,Visionary,0.902,0.477,0.641,0.466,0.55,35,0,16,1,16,9,0,22458243.75,23276.71,0.23,282529.1,47834.73,0.744,0.2,2,0.49,0.287,0.83,1,0.307,4.704,14,1,0,1,0,33728.8
Quantum OS,DevTools,Pre-Seed,US,Operator,0.457,0.685,0.554,0.627,0.339,38,0,10,1,28,14,2,13747856.64,0.0,0.032,174465.01,5487.42,20.0,0.184,1,0.626,0.085,0.113,1,0.433,4.645,26,1,0,1,0,0.0
Sigma Grid,DevTools,Pre-Seed,EU,Engineer,0.619,0.54,0.48,0.472,0.405,32,0,16,1,6,4,1,20267487.7,1741.6,0.25,95502.42,19631.21,3.752,0.16,2,0.51,0.263,0.19,2,0.245,9.673,9,1,0,0,1,63229.3
Nova Works,AI/ML,Seed,US,Operator,0.726,0.878,0.602,0.528,0.348,29,0,18,1,29,7,2,31399197.93,41972.87,0.091,477917.64,76524.14,1.668,0.186,1,0.693,0.431,0.72,1,0.643,24.668,1,0,0,1,0,55692.36
Aero Dynamics,Bio/Health,Seed,India,Operator,0.7,0.775,0.456,0.647,0.274,25,1,10,0,28,12,1,6605184.06,7236.97,0.071,1256720.62,86462.86,13.991,0.13,5,0.532,0.162,0.609,2,0.509,13.429,22,1,0,1,0,11497.28
Vertex OS,Fintech,Seed,LatAm,Engineer,0.711,0.617,0.439,0.632,0.474,40,0,8,0,3,12,2,6453186.02,32171.84,0.028,414087.31,119303.28,11.138,0.13,6,0.504,0.153,0.436,3,0.274,9.884,15,1,0,1,0,67531.33
Sigma Works,AI/ML,Seed,EU,Salesperson,0.503,0.567,0.684,0.711,0.476,29,0,8,0,39,5,2,16484149.44,27150.89,0.192,402247.62,109222.38,1.744,0.272,4,0.267,0.211,0.314,2,0.365,7.817,4,0,0,1,0,46434.25
Terra Grid,Fintech,Seed,EU,Engineer,0.655,0.619,0.418,0.631,0.463,42,0,10,1,22,8,1,23486333.94,19720.29,0.217,306485.86,77348.86,1.508,0.249,5,0.369,0.116,0.421,5,0.451,7.577,27,1,1,0,1,233651.35
Atlas Analytics,Hardware,Pre-Seed,Africa,Visionary,0.708,0.482,0.669,0.423,0.379,31,0,5,1,1,3,0,13688030.21,0.0,-0.095,39817.73,16026.12,20.0,0.225,3,0.604,0.213,0.249,1,0.138,8.933,1,1,0,1,0,0.0
Hyper Grid,SaaS,Seed,US,Visionary,0.726,0.458,0.608,0.346,0.42,29,0,18,1,33,5,1,7511005.53,20954.08,0.533,256332.81,105411.85,0.787,0.145,5,0.576,0.099,0.162,4,0.582,5.019,9,1,0,1,0,365064.62
Eco Stack,Hardware,Seed,UK,Visionary,0.79,0.402,0.688,0.42,0.349,23,0,16,0,12,11,2,8590343.28,8885.9,0.154,764929.12,115509.83,7.042,0.269,0,0.496,0.096,0.328,2,0.643,10.492,20,1,0,0,1,112847.44
Zen Drive,Bio/Health,Seed,US,Operator,0.565,0.803,0.457,0.398,0.435,38,0,10,1,46,9,0,11523644.9,16278.1,0.358,547684.95,64599.94,0.924,0.159,6,0.278,0.228,0.417,4,0.418,4.381,8,0,0,1,0,35332.6
Atlas Pulse,AI/ML,Seed,India,Visionary,0.683,0.537,0.566,0.455,0.482,38,0,10,1,12,15,3,10319916.46,37624.45,0.457,743551.13,105106.51,0.51,0.066,9,0.399,0.06,0.341,3,0.471,18.628,22,1,0,0,1,1925089.84
Nova Pulse,Climate,Seed,EU,Operator,0.412,0.826,0.545,0.48,0.386,45,0,8,1,27,10,1,14062277.3,8851.86,0.447,1206242.09,47029.36,0.99,0.102,5,0.645,0.094,0.204,3,0.55,6.099,19,0,0,1,0,9021.39
Aero Works,DevTools,Pre-Seed,EU,Operator,0.51,0.679,0.53,0.561,0.4,31,0,11,1,14,5,1,9316022.44,11866.81,0.379,63623.59,65705.97,1.218,0.177,4,0.303,0.207,0.669,1,0.173,7.012,9,0,1,1,0,26226.79
Nova OS,Hardware,Pre-Seed,SEA,Operator,0.541,0.805,0.416,0.435,0.506,33,0,2,0,1,7,0,12462682.34,0.0,0.392,111374.32,37786.05,20.0,0.238,1,0.441,0.235,0.457,2,0.155,5.864,5,0,0,1,0,0.0
Urban AI,Bio/Health,Seed,US,Visionary,0.787,0.48,0.719,0.467,0.481,41,0,11,0,13,9,1,9763773.54,33012.75,0.193,615724.63,128497.11,1.678,0.156,2,0.496,0.319,0.307,1,0.569,13.245,17,1,0,1,0,69905.38
Spark Works,Hardware,Seed,India,Operator,0.614,0.586,0.52,0.536,0.525,32,0,14,0,17,14,2,16235360.06,13385.3,0.364,414770.17,78488.64,1.344,0.079,1,0.034,0.15,0.536,3,0.395,18.074,32,0,0,1,0,17794.44
Urban Grid,Hardware,Seed,LatAm,Visionary,0.801,0.45,0.72,0.452,0.438,36,0,14,1,22,16,1,6656467.36,8820.74,0.56,276085.98,99788.92,1.682,0.119,3,0.417,0.279,0.845,3,0.869,6.971,21,1,1,0,1,1315076.68
Vertex Systems,DevTools,Seed,India,Operator,0.569,0.825,0.422,0.565,0.433,25,0,15,1,26,6,1,45729786.61,26436.74,0.095,910680.98,123790.83,4.119,0.136,3,0.331,0.023,0.215,3,0.679,8.506,1,0,0,1,0,30464.88
Eco Drive,SaaS,Seed,EU,Engineer,0.668,0.67,0.387,0.432,0.48,38,0,12,1,27,8,1,16509902.8,32028.11,0.132,668139.51,35494.24,0.701,0.232,2,0.319,0.216,0.826,2,0.179,8.344,31,1,0,0,1,1430342.98
Nova Grid,SaaS,Pre-Seed,US,Visionary,0.658,0.5,0.565,0.435,0.415,34,0,6,0,27,2,0,9708694.22,1350.95,0.125,200465.62,43298.57,20.0,0.222,4,0.242,0.112,0.32,2,0.404,8.381,9,0,0,1,0,1708.5
Aero Forge,AI/ML,Pre-Seed,US,Operator,0.618,0.775,0.497,0.759,0.281,29,0,9,1,2,4,1,4082474.35,9361.08,0.121,177124.94,2647.63,0.195,0.148,1,0.537,0.035,0.138,3,0.078,5.254,15,1,0,0,1,253225.49
Zen Dynamics,SaaS,Seed,EU,Operator,0.478,0.722,0.561,0.602,0.421,28,1,17,0,37,13,1,20650905.47,350.39,0.069,480648.52,67381.21,20.0,0.315,7,0.495,0.132,0.112,3,0.648,12.187,12,0,1,1,0,393.88
Flow Pulse,Climate,Seed,MENA,Engineer,0.524,0.754,0.246,0.445,0.36,36,0,11,1,21,12,2,14659668.39,13405.14,0.504,334639.82,94435.53,1.166,0.067,5,0.573,0.014,0.741,3,0.583,14.077,5,1,0,1,0,17097.1
Terra Labs,SaaS,Pre-Seed,MENA,Visionary,0.784,0.611,0.612,0.602,0.542,40,0,5,1,16,12,0,3850329.56,25855.16,0.196,154713.53,26392.28,0.433,0.129,4,0.453,0.319,0.514,1,0.379,15.59,17,1,1,1,0,77044.38
Quantum Forge,DevTools,Pre-Seed,UK,Engineer,0.669,0.701,0.276,0.378,0.454,40,0,6,1,22,3,0,6943421.31,2096.83,-0.057,158576.38,40655.99,20.0,0.01,1,0.402,0.498,0.522,2,0.375,9.683,4,0,0,1,0,2096.83
Urban Cloud,Climate,Pre-Seed,US,Engineer,0.628,0.752,0.371,0.437,0.407,37,0,12,1,10,2,0,6759213.62,2472.8,0.187,144111.75,22122.1,3.985,0.01,0,0.676,0.073,0.138,1,0.304,6.568,12,1,0,1,0,3744.99
Eco Analytics,Climate,Pre-Seed,US,Engineer,0.702,0.581,0.539,0.562,0.374,45,0,10,0,5,2,1,15907052.64,7486.57,0.296,90967.85,10554.58,0.397,0.183,4,0.478,0.349,0.755,2,0.44,8.42,9,1,0,1,0,8638.42
Nimbus Logic,Hardware,Pre-Seed,US,Visionary,0.762,0.479,0.652,0.48,0.524,31,0,7,0,22,12,1,14744555.81,0.0,0.001,318037.73,91300.67,20.0,0.067,7,0.297,0.153,0.98,2,0.467,5.828,10,1,0,1,0,0.0
Hyper Cloud,AI/ML,Seed,EU,Visionary,0.787,0.395,0.718,0.633,0.499,34,0,6,0,14,11,1,45699768.76,6646.93,-0.035,861985.62,76234.32,20.0,0.194,2,0.57,0.222,0.349,3,0.507,9.546,23,1,0,1,0,12097.59
Aero AI,Bio/Health,Seed,EU,Operator,0.44,0.719,0.432,0.588,0.52,37,0,12,0,31,2,2,14269094.86,10799.66,0.054,325723.97,75659.61,10.803,0.247,3,0.373,0.449,0.742,3,0.129,31.045,8,0,0,1,0,16908.68
Flow Pulse,Hardware,Pre-Seed,US,Visionary,0.867,0.449,0.708,0.415,0.547,32,0,8,0,14,7,2,20524719.59,0.0,0.228,87627.16,54412.33,20.0,0.239,1,0.241,0.164,0.406,2,0.366,8.856,11,1,0,1,0,0.0
Urban Works,Bio/Health,Pre-Seed,US,Visionary,0.709,0.484,0.591,0.497,0.473,34,0,4,0,17,9,1,3822511.56,0.0,0.002,546569.82,12463.33,20.0,0.176,5,0.629,0.122,0.318,1,0.541,12.206,8,0,0,1,0,0.0
Vertex Logic,Bio/Health,Seed,UK,Engineer,0.542,0.726,0.474,0.494,0.458,45,0,4,0,17,15,1,37062713.15,9957.01,0.041,97418.25,82042.92,16.708,0.069,3,0.439,0.01,0.326,2,0.117,14.221,17,1,0,1,0,16531.48
Flow Grid,Climate,Pre-Seed,EU,Visionary,0.656,0.699,0.642,0.418,0.37,28,0,2,1,18,2,0,37269511.63,0.0,-0.091,152476.09,22355.85,20.0,0.197,5,0.397,0.188,0.359,1,0.271,10.328,11,0,0,1,0,0.0
Quantum OS,Climate,Seed,India,Salesperson,0.507,0.552,0.818,0.543,0.479,35,0,14,0,50,20,2,10309234.65,0.0,0.153,256323.1,62817.05,20.0,0.074,4,0.622,0.019,0.245,1,0.403,9.922,10,0,0,1,0,0.0
Vertex Labs,DevTools,Seed,SEA,Operator,0.611,0.676,0.517,0.616,0.272,36,0,13,0,28,16,0,7729653.61,15635.91,0.189,541381.84,89197.85,2.512,0.133,1,0.631,0.172,0.59,3,0.573,27.752,28,1,0,0,1,473532.29
Nova Logic,Hardware,Pre-Seed,EU,Visionary,0.86,0.406,0.558,0.524,0.418,35,0,7,0,26,7,0,21498591.86,0.0,-0.094,252693.2,13915.66,20.0,0.189,4,0.292,0.578,0.408,1,0.087,11.709,3,0,0,1,0,0.0
Sigma Grid,SaaS,Seed,US,Engineer,0.574,0.866,0.4,0.524,0.401,47,0,10,1,24,12,3,22254203.21,24909.26,0.054,530294.34,100130.08,6.158,0.261,7,0.582,0.14,0.375,1,0.415,10.577,18,0,0,1,0,31205.99
Spark Analytics,Climate,Seed,India,Operator,0.649,0.653,0.546,0.561,0.492,39,0,9,0,15,13,0,25888746.18,13684.04,-0.112,291669.52,84449.58,20.0,0.128,3,0.542,0.105,0.723,3,0.32,14.482,25,1,1,0,1,50454.47
Sigma AI,DevTools,Seed,US,Operator,0.445,0.825,0.53,0.635,0.412,33,0,11,0,38,13,1,11358641.35,27191.25,0.349,337881.35,119141.95,1.046,0.276,3,0.65,0.474,0.536,2,0.415,8.118,15,0,0,1,0,38489.65
Hyper Drive,Bio/Health,Pre-Seed,LatAm,Operator,0.511,0.585,0.461,0.466,0.285,34,0,12,0,3,7,0,6492284.4,9963.59,0.42,266613.79,49982.78,0.994,0.1,1,0.334,0.256,0.424,1,0.234,11.004,7,0,1,1,0,27395.45
Nova Pulse,Climate,Pre-Seed,EU,Engineer,0.601,0.829,0.377,0.427,0.326,36,1,6,1,8,4,0,31506909.17,27751.13,0.038,159384.98,64374.09,5.072,0.11,1,0.674,0.274,0.489,1,0.038,4.304,15,1,1,0,1,361631.76
Terra Drive,SaaS,Seed,MENA,Operator,0.563,0.78,0.546,0.593,0.374,31,0,8,0,27,7,1,6110477.76,43435.04,0.202,268357.34,70901.21,0.673,0.181,11,0.299,0.199,0.412,1,0.485,20.385,21,0,0,1,0,49922.06
Nova Systems,AI/ML,Seed,US,Operator,0.611,0.749,0.576,0.532,0.425,30,0,13,0,6,18,2,2428029.62,39691.18,0.177,269647.74,117524.3,1.396,0.124,2,0.635,0.08,0.225,4,0.476,8.262,27,1,0,1,0,657203.88
Urban Cloud,DevTools,Pre-Seed,US,Salesperson,0.668,0.598,0.745,0.627,0.414,39,0,5,0,9,10,1,59573411.44,26459.69,0.364,56313.28,77394.34,0.67,0.132,5,0.591,0.087,0.298,1,0.039,6.01,11,0,0,1,0,46451.15
Urban Grid,DevTools,Pre-Seed,US,Engineer,0.703,0.707,0.483,0.529,0.272,30,0,14,1,13,2,0,13795267.6,3480.4,0.115,109523.05,89933.82,18.758,0.051,6,0.616,0.204,0.647,1,0.335,6.572,12,1,0,1,0,18544.35
Aero Dynamics,SaaS,Pre-Seed,India,Engineer,0.703,0.633,0.529,0.544,0.52,32,1,8,0,16,2,2,13200015.42,12948.81,0.064,104158.37,15413.08,1.555,0.185,4,0.259,0.166,0.543,1,0.402,11.795,9,1,0,0,1,64001.69
Nova Grid,DevTools,Seed,US,Visionary,0.806,0.467,0.615,0.485,0.527,21,0,14,0,15,8,2,8338226.2,25341.64,0.463,318831.88,58539.65,0.415,0.2,5,0.509,0.368,0.182,1,0.674,7.374,19,1,0,0,1,2389671.44
Aero Logic,SaaS,Seed,MENA,Visionary,0.792,0.606,0.734,0.562,0.466,33,0,10,1,39,15,2,7137987.7,14536.37,0.087,212826.5,103920.22,6.814,0.178,3,0.346,0.125,0.0,3,0.486,12.619,5,0,0,1,0,17923.39
Spark Analytics,AI/ML,Seed,US,Operator,0.529,0.778,0.393,0.547,0.199,34,0,8,1,34,9,1,11341957.07,7646.67,0.086,537192.69,93516.7,11.809,0.24,3,0.947,0.305,0.47,1,0.431,13.697,9,0,0,1,0,8803.79
Zen Stack,Fintech,Pre-Seed,US,Salesperson,0.6,0.419,0.834,0.592,0.359,30,0,1,1,18,2,0,40209908.59,0.0,-0.154,179217.72,46309.08,20.0,0.111,5,0.51,0.049,0.684,2,0.31,4.527,13,1,0,1,0,0.0
Aero Bio,Hardware,Seed,SEA,Engineer,0.541,0.684,0.345,0.594,0.465,26,0,9,0,17,14,1,23586874.91,5445.6,0.01,597806.93,136553.69,20.0,0.302,1,0.605,0.063,0.373,3,0.465,8.349,14,0,0,1,0,6756.89
Zen Drive,AI/ML,Seed,EU,Operator,0.604,0.714,0.37,0.471,0.282,43,0,14,1,17,6,3,6960934.49,26898.01,0.488,686715.8,62907.62,0.399,0.262,5,0.724,0.454,0.615,3,0.463,6.585,13,0,0,1,0,72047.91
Polar Grid,Fintech,Pre-Seed,India,Visionary,0.738,0.531,0.743,0.522,0.542,33,0,5,0,20,4,0,8856231.22,26092.45,0.062,74233.67,39308.61,2.019,0.205,3,0.637,0.364,0.1,2,0.483,7.53,3,0,0,1,0,30543.47
Terra Cloud,DevTools,Seed,EU,Visionary,0.882,0.481,0.558,0.585,0.602,36,0,11,0,51,13,0,12578922.33,10160.92,0.181,260132.77,88086.42,3.992,0.27,3,0.577,0.084,0.177,1,0.802,11.908,12,1,0,1,0,18912.23
Quantum Stack,AI/ML,Seed,EU,Visionary,0.788,0.517,0.672,0.684,0.443,26,0,12,1,29,16,1,13373651.99,13620.2,0.185,501258.11,74460.13,2.466,0.224,8,0.511,0.617,0.602,2,0.456,4.586,21,1,1,1,0,72143.73
Sigma Works,AI/ML,Pre-Seed,EU,Visionary,0.945,0.588,0.756,0.621,0.494,39,0,5,1,20,12,0,4328322.48,6219.71,-0.064,87181.63,36268.13,20.0,0.316,1,0.455,0.096,0.198,2,0.174,8.916,10,0,0,1,0,8154.53
Eco AI,DevTools,Seed,MENA,Operator,0.493,0.764,0.603,0.609,0.361,33,0,8,0,14,21,2,3318584.83,30117.82,0.334,172310.84,92663.11,0.769,0.174,4,0.528,0.098,0.561,2,0.563,10.534,22,1,0,0,1,1209715.44
Polar Works,Climate,Seed,US,Engineer,0.635,0.582,0.247,0.448,0.432,36,0,12,1,42,4,1,10948494.84,5939.28,0.288,251930.66,46835.05,2.278,0.261,4,0.758,0.248,0.199,2,0.182,11.278,13,1,0,1,0,18607.0
Nova Forge,Climate,Seed,EU,Visionary,0.68,0.533,0.688,0.459,0.535,40,0,6,1,20,14,2,11675973.46,19811.7,0.168,228627.08,127352.89,3.19,0.088,3,0.814,0.19,0.512,2,0.642,25.277,18,1,1,1,0,551739.66
Spark AI,Bio/Health,Pre-Seed,US,Engineer,0.538,0.698,0.435,0.57,0.41,24,0,6,1,2,6,1,1778995.33,23353.53,0.233,153963.12,39647.02,0.607,0.213,5,0.438,0.828,0.665,1,0.152,3.688,15,1,1,0,1,1387200.55
Nimbus Labs,AI/ML,Seed,EU,Operator,0.679,0.509,0.508,0.453,0.303,36,0,9,1,38,10,3,7571854.74,11681.33,0.449,224011.76,72573.33,1.152,0.257,2,0.773,0.659,0.113,1,0.419,15.063,15,0,0,1,0,23388.46
Terra Grid,Fintech,Pre-Seed,Africa,Engineer,0.536,0.683,0.242,0.517,0.233,39,0,16,1,1,3,1,22536793.45,17091.79,-0.036,250904.15,52830.4,20.0,0.064,3,0.683,0.005,0.517,1,0.0,10.216,15,1,0,0,1,188428.6
Spark Grid,Hardware,Seed,EU,Salesperson,0.668,0.607,0.794,0.58,0.442,34,0,15,1,38,2,1,5831823.86,16962.46,0.1,255179.75,29025.32,1.427,0.175,3,0.619,0.442,0.58,5,0.547,2.619,12,1,0,0,1,548164.84
Flow Analytics,Climate,Seed,EU,Operator,0.417,0.678,0.605,0.328,0.46,41,0,6,0,28,13,0,16564630.64,672.09,0.159,616874.09,122164.18,20.0,0.183,2,0.736,0.256,0.498,3,0.277,22.061,20,0,0,1,0,1863.51
Hyper Drive,SaaS,Seed,SEA,Operator,0.47,0.815,0.596,0.63,0.357,36,0,11,1,47,15,1,26604755.65,28522.03,0.237,402671.84,95706.79,1.18,0.198,3,0.432,0.063,0.301,2,0.423,49.112,16,0,0,1,0,58210.89
Nova Stack,SaaS,Seed,Africa,Engineer,0.575,0.703,0.495,0.481,0.353,35,0,13,0,24,13,3,10840296.3,1571.33,0.3,160349.81,43681.56,7.723,0.131,4,0.666,0.427,0.63,3,0.621,2.733,10,1,0,1,0,7015.22
Atlas Logic,AI/ML,Pre-Seed,EU,Visionary,0.833,0.586,0.705,0.434,0.444,37,0,8,0,37,10,0,2147881.35,560.86,0.191,230833.94,58887.16,20.0,0.228,3,0.297,0.147,0.71,1,0.301,16.421,7,1,0,1,0,788.56
Spark Grid,Hardware,Pre-Seed,India,Salesperson,0.59,0.463,0.718,0.486,0.464,37,0,4,0,33,7,1,22620872.04,3369.76,0.4,107652.07,65160.42,4.028,0.154,2,0.385,0.461,0.318,3,0.048,3.087,21,1,1,0,1,140952.94
Sigma Dynamics,AI/ML,Seed,US,Visionary,0.779,0.544,0.628,0.533,0.289,32,0,7,1,11,15,1,7529516.18,30332.9,0.005,515211.82,27050.25,13.636,0.236,1,0.812,0.386,0.338,3,0.439,4.266,22,1,0,1,0,579138.59
Urban Labs,Hardware,Seed,LatAm,Engineer,0.767,0.762,0.344,0.615,0.405,42,0,11,0,15,18,1,41392905.49,3354.14,0.165,949233.3,34657.99,5.226,0.157,6,0.518,0.254,0.526,2,0.45,5.277,20,1,0,1,0,17764.87
Urban Cloud,Bio/Health,Pre-Seed,UK,Engineer,0.534,0.721,0.534,0.607,0.575,27,0,13,0,11,8,1,10594148.1,4937.88,0.202,362270.88,32610.29,2.727,0.095,4,0.485,0.228,0.395,2,0.509,3.394,27,1,1,0,1,43890.87
Spark Labs,Fintech,Seed,US,Engineer,0.611,0.628,0.424,0.483,0.428,36,0,15,1,33,5,3,8630756.93,22616.42,0.061,716188.45,78554.98,4.721,0.186,2,0.382,0.037,0.367,5,0.433,54.501,30,1,0,0,1,377075.65
Flow Works,Bio/Health,Seed,UK,Engineer,0.668,0.558,0.29,0.449,0.301,31,0,14,0,19,10,2,17866157.81,17652.3,0.264,376242.99,65949.27,1.178,0.254,5,0.507,0.272,0.707,3,0.753,12.906,14,1,0,1,0,180116.14
Flow Drive,AI/ML,Seed,UK,Operator,0.546,0.69,0.596,0.551,0.494,43,0,13,1,40,12,1,21152860.88,6216.9,0.069,683951.84,92812.04,17.962,0.249,2,0.698,0.06,0.393,2,0.706,2.81,22,0,0,1,0,9754.03
Sigma Grid,Hardware,Seed,US,Engineer,0.762,0.676,0.371,0.503,0.395,33,0,16,0,31,18,2,17026425.11,19221.01,0.244,459534.98,110672.47,1.968,0.2,5,0.763,0.632,0.206,3,0.317,8.639,18,0,0,1,0,32892.62
Sigma Labs,Hardware,Seed,US,Visionary,0.891,0.471,0.654,0.406,0.402,35,0,18,0,16,2,2,35161598.38,6479.73,0.162,609944.06,21466.0,1.706,0.01,3,0.563,0.287,0.574,3,0.359,15.948,11,1,0,0,1,179699.08
Nimbus AI,Fintech,Seed,UK,Visionary,0.786,0.571,0.696,0.478,0.499,32,0,14,0,24,18,2,18839770.46,25155.44,0.178,762971.18,114913.72,2.143,0.131,3,0.566,0.236,0.117,2,0.288,4.208,18,1,0,1,0,43564.53
Sigma AI,Bio/Health,Seed,UK,Visionary,0.806,0.505,0.726,0.474,0.516,33,0,11,1,27,13,2,1815229.39,11750.28,0.116,295436.13,68833.68,4.212,0.271,4,0.681,0.313,0.475,3,0.274,11.827,14,1,1,1,0,76893.72
Polar Labs,DevTools,Pre-Seed,US,Operator,0.6,0.698,0.656,0.528,0.329,28,0,14,1,14,14,0,11331154.39,0.0,0.072,84185.78,17926.55,20.0,0.313,2,0.358,0.103,0.593,1,0.041,17.221,29,1,0,1,0,0.0
Terra Works,Hardware,Seed,UK,Visionary,0.77,0.356,0.566,0.527,0.537,26,0,15,1,27,8,3,13945888.58,38177.56,0.078,1416878.9,57715.65,1.621,0.179,4,0.347,0.185,0.546,1,0.626,13.291,15,0,0,1,0,64538.54
Quantum Logic,AI/ML,Seed,MENA,Operator,0.478,0.772,0.441,0.622,0.405,41,0,18,0,25,10,1,10787083.37,14521.96,0.098,343130.32,49507.75,2.893,0.213,4,0.527,0.162,0.529,2,0.406,4.272,16,1,1,0,1,158854.99
Eco OS,Hardware,Pre-Seed,UK,Engineer,0.576,0.71,0.321,0.507,0.479,39,0,13,1,4,9,0,15720842.14,0.0,-0.138,48692.94,25206.76,20.0,0.128,4,0.553,0.632,0.0,3,0.55,9.915,7,0,0,1,0,0.0
Vertex Labs,Climate,Pre-Seed,US,Operator,0.539,0.817,0.562,0.533,0.404,27,0,7,1,19,2,1,33795601.24,10289.5,0.238,559700.81,7777.15,0.265,0.161,7,0.592,0.478,0.242,1,0.467,7.912,1,1,0,1,0,74872.18
Sigma OS,Bio/Health,Seed,India,Engineer,0.691,0.728,0.43,0.581,0.435,38,0,14,0,18,18,1,8473376.29,21991.65,0.268,601030.51,43603.72,0.617,0.249,5,0.695,0.471,0.261,1,0.429,12.003,21,1,1,0,1,997060.8
Quantum Forge,AI/ML,Pre-Seed,US,Visionary,0.798,0.695,0.678,0.381,0.527,32,0,11,1,23,6,1,17391919.51,17987.86,0.15,103362.26,41811.87,1.29,0.128,3,0.665,0.17,0.727,1,0.229,6.031,3,0,0,1,0,30395.87
Atlas Drive,DevTools,Pre-Seed,India,Engineer,0.613,0.691,0.535,0.504,0.433,38,0,10,1,1,8,1,15758228.41,1247.57,0.421,237369.88,59129.68,9.375,0.133,3,0.703,0.182,0.676,1,0.071,12.909,12,1,0,0,1,132369.33
Vertex Drive,Fintech,Pre-Seed,India,Visionary,0.855,0.586,0.64,0.454,0.588,33,0,9,1,11,2,0,10435200.43,0.0,0.357,274388.98,59438.44,20.0,0.297,2,0.528,0.353,0.841,3,0.28,12.95,1,0,0,1,0,0.0
Quantum Pulse,Climate,Seed,EU,Visionary,0.594,0.511,0.758,0.607,0.5,29,0,15,1,42,10,1,2875553.07,13533.36,0.168,504039.42,57147.67,2.101,0.278,4,0.394,0.146,0.0,4,0.815,11.03,3,0,0,1,0,25396.03
Atlas Grid,AI/ML,Seed,EU,Visionary,0.772,0.523,0.583,0.322,0.521,31,0,14,0,40,23,1,16492781.44,21227.67,-0.071,849934.76,65076.69,20.0,0.083,3,0.696,0.317,0.914,3,0.229,7.809,36,1,1,0,1,102588.44
Polar Logic,AI/ML,Seed,US,Visionary,0.891,0.513,0.561,0.443,0.502,37,0,9,1,35,7,2,7875372.28,26365.5,0.153,458060.67,78746.0,1.625,0.183,2,0.304,0.491,0.526,3,0.524,21.793,17,0,0,1,0,34705.09
